year	code	weight	code_label	id	binary1	binary2	three_code2	linearSVC_three_code2	linearSVC_binary1	linearSVC_binary2	b1	b2	tc
2004	5	6.67	irrelevant	245	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	5	6.67	irrelevant	247	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1981	3	10	relchanges (income/wages/earnings/etc.)	249	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2009	4	6.67	releconomy (employment, economy)	251	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1985	3	6.67	relchanges (income/wages/earnings/etc.)	252	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1996	5	6.67	irrelevant	254	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	2	2	2	3
2006	5	6.67	irrelevant	256	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1997	1	10	relinequality, explicit	257	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
1999	3	10	relchanges (income/wages/earnings/etc.)	258	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2012	2	6.67	relinequality, implicit	259	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1993	5	6.67	irrelevant	260	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1993	3	6.67	relchanges (income/wages/earnings/etc.)	261	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1992	1	6.67	relinequality, explicit	262	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
1993	2	6.67	relinequality, implicit	263	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1985	3	10	relchanges (income/wages/earnings/etc.)	265	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
2003	3	6.67	relchanges (income/wages/earnings/etc.)	266	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1984	3	6.67	relchanges (income/wages/earnings/etc.)	267	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
2008	2	6.67	relinequality, implicit	271	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	1	2	1	1	1
2011	2	6.67	relinequality, implicit	272	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	2	1	1	1
2004	3	10	relchanges (income/wages/earnings/etc.)	273	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	3	2	2	1	2	2
1999	5	6.67	irrelevant	277	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1992	5	6.67	irrelevant	278	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1982	5	6.67	irrelevant	279	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2012	2	6.67	relinequality, implicit	280	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
1985	5	6.67	irrelevant	281	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2002	5	6.67	irrelevant	284	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	4	6.67	releconomy (employment, economy)	287	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1983	2	6.67	relinequality, implicit	291	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2011	5	6.67	irrelevant	294	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1994	5	10	irrelevant	295	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2010	3	6.67	relchanges (income/wages/earnings/etc.)	297	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2010	3	6.67	relchanges (income/wages/earnings/etc.)	298	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1989	5	10	irrelevant	301	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2004	5	10	irrelevant	304	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	4	6.67	releconomy (employment, economy)	305	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1989	3	6.67	relchanges (income/wages/earnings/etc.)	308	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1983	5	6.67	irrelevant	309	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2003	3	6.67	relchanges (income/wages/earnings/etc.)	310	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1983	2	6.67	relinequality, implicit	311	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2000	1	6.67	relinequality, explicit	312	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	1	1	1	1
2011	1	6.67	relinequality, explicit	314	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2000	1	6.67	relinequality, explicit	315	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
1998	3	6.67	relchanges (income/wages/earnings/etc.)	316	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	2	1	2	1	2	2
1997	5	6.67	irrelevant	317	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1987	5	6.67	irrelevant	318	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2010	3	6.67	relchanges (income/wages/earnings/etc.)	319	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
1988	1	1	relinequality, explicit	325	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2000	5	6.67	irrelevant	327	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
1983	5	6.67	irrelevant	329	irrelevant	relchanges/releconomy/irrelevant	irrelevant	1	1	1	2	2	3
1985	5	10	irrelevant	333	irrelevant	relchanges/releconomy/irrelevant	irrelevant	3	2	2	2	2	3
2008	2	6.67	relinequality, implicit	336	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2002	2	10	relinequality, implicit	340	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
2009	3	6.67	relchanges (income/wages/earnings/etc.)	341	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	1	1	2	2
2000	1	1	relinequality, explicit	345	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	3	2	2	1	1	1
2012	3	6.67	relchanges (income/wages/earnings/etc.)	347	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
2008	2	6.67	relinequality, implicit	348	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	2	1	2	1	1	1
2009	3	6.67	relchanges (income/wages/earnings/etc.)	349	explicit/implicit/relchanges/releconomy	relchanges/releconomy/irrelevant	relchanges/releconomy	1	1	2	1	2	2
1985	1	6.67	relinequality, explicit	350	explicit/implicit/relchanges/releconomy	explicit/implicit	explicit/implicit	1	1	1	1	1	1
